parcel_uuid,project_id,project_type,state,district,village,survey_number,sub_division_number,official_owner,official_area,land_classification,record_status,land_area_sqm,location_type,latitude,longitude,base_market_value,multiplier,asset_value,solatium_100_percent,total_compensation,number_of_parcels,number_of_owners,affected_families,proposal_days,verification_days,approval_days,notification_days,award_days,compensation_days,possession_days,rr_days,missing_documents,verification_rejections,approval_resubmissions,land_record_issues,boundary_disputes,ownership_disputes,legal_cases,compensation_percentage,possession_percentage,rr_percentage,previous_delays,current_pending_tasks,target_completion_days,actual_completion_days,delay_days,delayed,survey_officer_name,landowner_name,project_issue_date,project_deadline_date
UP-LKO-2026-10066,P005,Highway,Maharashtra,Nashik,Ozar,214/1,1,Priya Kumar,4.3 acres,Commercial,Active,17401.5,RURAL,26.8599,81.0122,68962144.5,2.12,0,146199746.3,292399492.7,7,11,2,12,22,38,82,74,89,57,38,3,1,0,2,3,2,0,50,0,0,2,4,350,554,204,1,Sanjay Sharma,Priya Kumar,28-06-2025,13-06-2026
UP-LKO-2026-10067,P001,Railway,Maharashtra,Nashik,Ozar,179/1,1,Rahul Kumar,1.98 acres,Agricultural,Verified,8012.78,RURAL,26.8601,81.0132,9102518.08,3.74,0,34043417.62,68086835.24,7,7,14,16,38,30,34,88,61,53,42,4,1,1,1,2,2,1,100,0,50,0,3,399,590,191,1,Sanjay Sharma,Rahul Kumar,18-08-2025,21-09-2026
UP-LKO-2026-10068,P009,Railway,Uttar Pradesh,Varanasi,Sarnath,221/3,3,Priya Devi,3.33 acres,Commercial,Active,13476.04,RURAL,26.8603,81.0142,32005595,2.62,50000,83904658.9,167809317.8,5,7,0,28,50,42,90,92,56,21,0,4,1,1,2,3,1,1,0,0,100,2,2,298,634,336,1,Anil Singh,Priya Devi,06-06-2025,31-03-2026
UP-LKO-2026-10069,P002,Railway,Bihar,Muzaffarpur,PQR Village,241/1,1,Rahul Singh,3.37 acres,Agricultural,Verified,13637.92,RURAL,26.8605,81.0152,48523719.36,2.06,50000,100008861.9,200017723.8,2,2,19,12,19,32,39,85,27,37,115,2,0,1,3,1,1,0,25,0,100,1,2,272,326,54,1,Suresh Joshi,Rahul Singh,24-10-2025,23-07-2026
UP-LKO-2026-10070,P003,Highway,Uttar Pradesh,Varanasi,Sarnath,221/1,1,Neha Devi,4.95 acres,Multi-crop,Verified,20031.96,RURAL,26.8607,81.0162,25100045.88,2.57,0,64507117.91,129014235.8,8,8,8,30,37,22,88,80,72,49,136,4,0,0,1,3,0,0,100,50,50,3,7,334,468,134,1,Sanjay Patil,Neha Devi,27-12-2025,26-11-2026
UP-LKO-2026-10071,P008,Highway,Uttar Pradesh,Lucknow,Malhaur,246/1,1,Ramesh Gupta,4.9 acres,Agricultural,Disputed,19829.61,URBAN,26.8609,81.0172,20860749.72,1.82,0,37966564.49,75933128.98,4,6,4,23,49,17,37,55,23,16,104,0,3,1,2,2,1,0,0,0,100,1,8,310,325,15,1,Anil Iyer,Ramesh Gupta,01-08-2025,07-06-2026
UP-LKO-2026-10072,P004,Transmission,Uttar Pradesh,Lucknow,Malhaur,58/B,B,Priya Singh,3.26 acres,Multi-crop,Active,13192.76,URBAN,26.8611,81.0182,34551838.44,1.56,0,53900867.97,107801735.9,1,4,3,18,19,37,79,67,74,53,94,0,0,2,4,1,1,0,0,0,50,3,3,250,422,172,1,Deepa Iyer,Priya Singh,15-09-2025,23-05-2026
UP-LKO-2026-10073,P003,Highway,Bihar,Muzaffarpur,PQR Village,155/3,3,Pooja Kumar,2.82 acres,Residential,Pending Review,11412.15,RURAL,26.8613,81.0192,26042526.3,2.73,50000,71146096.8,142292193.6,6,8,5,21,15,12,56,81,88,57,91,0,0,0,1,0,2,0,25,0,50,2,8,309,420,111,1,Priya Deshmukh,Pooja Kumar,15-05-2025,20-03-2026
UP-LKO-2026-10074,P008,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,86/2A,2A,Anjali Kumar,3.79 acres,Multi-crop,Active,15337.6,RURAL,26.8615,81.0202,51043532.8,3.49,200000,178341929.5,356683858.9,3,3,3,11,17,40,52,70,32,19,105,2,1,0,0,2,1,1,75,50,100,1,9,301,466,165,1,Arvind Das,Anjali Kumar,01-12-2025,28-09-2026
UP-LKO-2026-10075,P008,Railway,Tamil Nadu,Coonor,Hubbathala,211/A,A,Vikram Gupta,4.58 acres,Multi-crop,Pending Review,18534.62,RURAL,26.8617,81.0212,49913731.66,2.82,200000,140956723.3,281913446.6,6,7,18,14,50,35,90,107,36,13,113,0,2,0,2,1,1,0,25,0,100,0,0,367,420,53,1,Anil Singh,Vikram Gupta,10-09-2025,12-09-2026
UP-LKO-2026-10076,P004,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,219/B,B,Pooja Singh,2.65 acres,Residential,Pending Review,10724.18,RURAL,26.8619,81.0222,37588250.9,2.64,0,99232982.38,198465964.8,1,6,19,13,28,32,62,82,74,14,136,5,2,1,0,0,2,0,0,0,100,0,1,239,395,156,1,Arvind Reddy,Pooja Singh,19-11-2025,16-07-2026
UP-LKO-2026-10077,P006,Transmission,Tamil Nadu,Coonor,Hubbathala,58/3,3,Anjali Kumar,2.48 acres,Commercial,Pending Review,10036.21,RURAL,26.8621,81.0232,18075214.21,2.88,200000,52256616.92,104513233.8,8,9,18,25,42,14,86,75,66,18,22,0,0,0,3,2,1,0,25,0,0,0,9,320,431,111,1,Kavita Yadav,Anjali Kumar,18-02-2025,04-01-2026
UP-LKO-2026-10078,P006,Railway,Bihar,Siwan,XYZ Village,196/1,1,Vikram Kumar,2.58 acres,Residential,Disputed,10440.9,RURAL,26.8623,81.0242,25924754.7,3.83,50000,99341810.5,198683621,4,4,9,14,43,17,57,61,61,10,79,5,2,1,4,1,1,2,0,0,100,0,3,298,578,280,1,Deepa Verma,Vikram Kumar,06-03-2025,29-12-2025
UP-LKO-2026-10079,P006,Railway,Uttar Pradesh,Kanpur,Bithoor,135/A,A,Pooja Singh,3.39 acres,Multi-crop,Disputed,13718.86,URBAN,26.8625,81.0252,15296528.9,1.83,0,27992647.89,55985295.77,3,4,17,12,53,36,61,80,38,13,114,4,0,1,0,2,0,0,25,0,100,3,3,239,353,114,1,Kavita Singh,Pooja Singh,07-06-2025,01-02-2026
UP-LKO-2026-10080,P008,Transmission,Bihar,Muzaffarpur,PQR Village,37/2A,2A,Pooja Mishra,2.0 acres,Multi-crop,Pending Review,8093.72,RURAL,26.8627,81.0262,12512891.12,3.48,0,43544861.1,87089722.2,10,11,4,21,22,15,51,102,53,29,83,1,0,1,0,2,0,0,50,0,100,2,0,286,353,67,1,Suresh Iyer,Pooja Mishra,14-09-2025,27-06-2026
UP-LKO-2026-10081,P001,Highway,Maharashtra,Nashik,Ozar,220/1,1,Manoj Sharma,3.4 acres,Agricultural,Active,13759.32,RURAL,26.8629,81.0272,16717573.8,2.81,0,46976382.38,93952764.76,10,10,3,17,60,42,61,102,55,56,112,5,3,2,3,2,1,1,25,0,100,2,3,231,618,387,1,Kavita Verma,Manoj Sharma,03-09-2025,22-04-2026
UP-LKO-2026-10082,P007,Railway,Tamil Nadu,Karaikudi,Kanadukathan,199/A,A,Anjali Gupta,1.1 acres,Multi-crop,Active,4451.55,RURAL,26.8631,81.0282,9187999.2,2.83,200000,26202037.74,52404075.47,1,5,8,17,21,12,49,105,76,56,21,2,1,0,1,0,1,0,25,0,0,2,3,321,381,60,1,Kavita Yadav,Anjali Gupta,11-02-2025,29-12-2025
UP-LKO-2026-10083,P008,Highway,Uttar Pradesh,Lucknow,Malhaur,132/B,B,Amit Mishra,2.94 acres,Agricultural,Pending Review,11897.77,URBAN,26.8633,81.0292,25437432.26,1.63,200000,41663014.58,83326029.17,10,15,18,28,39,33,61,67,84,38,25,1,0,1,3,3,2,1,50,0,0,3,6,302,650,348,1,Deepa Yadav,Amit Mishra,25-10-2025,23-08-2026
UP-LKO-2026-10084,P004,Transmission,Bihar,Siwan,XYZ Village,99/2A,2A,Pooja Devi,3.76 acres,Multi-crop,Pending Review,15216.19,RURAL,26.8635,81.0302,51582884.1,2.02,0,104197425.9,208394851.8,7,7,1,20,25,28,34,104,93,35,93,4,1,0,2,2,0,1,50,0,0,3,2,339,519,180,1,Priya Singh,Pooja Devi,12-03-2025,14-02-2026
UP-LKO-2026-10085,P008,Railway,Maharashtra,Nagpur,Butibori,184/2A,2A,Pooja Mishra,2.07 acres,Agricultural,Disputed,8377,URBAN,26.8637,81.0312,10630413,1.07,200000,11574541.91,23149083.82,9,14,14,11,49,27,63,111,76,55,135,5,0,2,1,2,2,0,25,0,50,1,5,301,542,241,1,Kavita Patil,Pooja Mishra,02-04-2025,28-01-2026
UP-LKO-2026-10086,P008,Highway,Maharashtra,Pune,Hinjewadi,47/A,A,Pooja Verma,1.26 acres,Residential,Verified,5099.04,URBAN,26.8639,81.0322,17841540.96,1.48,50000,26455480.62,52910961.24,6,8,9,22,48,41,82,89,18,46,115,0,0,0,2,1,2,0,75,0,0,2,2,229,466,237,1,Deepa Reddy,Pooja Verma,01-05-2025,16-12-2025
UP-LKO-2026-10087,P003,Transmission,Tamil Nadu,Coonor,Hubbathala,59/B,B,Anjali Yadav,4.67 acres,Commercial,Verified,18898.84,RURAL,26.8641,81.0332,43089355.2,2.03,50000,87521391.06,175042782.1,8,8,3,27,56,22,81,88,41,24,51,1,0,1,2,0,0,0,75,0,50,1,3,327,339,12,1,Rajesh Joshi,Anjali Yadav,12-10-2025,04-09-2026
UP-LKO-2026-10088,P005,Railway,Uttar Pradesh,Varanasi,Sarnath,184/2A,2A,Priya Gupta,1.09 acres,Multi-crop,Pending Review,4411.08,RURAL,26.8643,81.0342,10158717.24,3.04,50000,30932500.41,61865000.82,4,8,14,17,17,36,31,82,57,15,20,4,0,2,2,1,0,0,75,100,0,0,2,344,285,0,0,Suresh Patil,Priya Gupta,19-07-2025,28-06-2026
UP-LKO-2026-10089,P009,Highway,Tamil Nadu,Coonor,Hubbathala,91/A,A,Priya Mishra,1.26 acres,Agricultural,Disputed,5099.04,RURAL,26.8645,81.0352,8245147.68,3.91,50000,32288527.43,64577054.86,9,13,7,21,52,17,89,95,34,15,21,1,2,2,1,1,1,0,0,0,100,0,8,321,398,77,1,Suresh Yadav,Priya Mishra,01-01-2026,18-11-2026
UP-LKO-2026-10090,P008,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,33/3,3,Amit Sharma,4.92 acres,Commercial,Disputed,19910.55,RURAL,26.8647,81.0362,49736553.9,3.14,50000,156222779.2,312445558.5,7,10,8,19,37,36,47,42,79,46,96,2,0,0,0,2,0,0,75,0,0,0,5,228,366,138,1,Ramesh Sharma,Amit Sharma,09-02-2025,25-09-2025
UP-LKO-2026-10091,P001,Transmission,Bihar,Patna,ABC Village,241/3,3,Manoj Sharma,3.93 acres,Multi-crop,Active,15904.16,RURAL,26.8649,81.0372,40142099.84,3.95,50000,158611294.4,317222588.7,10,11,4,30,44,32,58,65,97,38,56,5,1,0,3,3,0,0,0,0,50,3,3,336,454,118,1,Arvind Deshmukh,Manoj Sharma,22-08-2025,24-07-2026
UP-LKO-2026-10092,P008,Transmission,Uttar Pradesh,Kanpur,Bithoor,42/1,1,Rahul Devi,2.74 acres,Commercial,Active,11088.4,URBAN,26.8651,81.0382,24494275.6,1.68,0,41150383.01,82300766.02,6,9,16,20,50,38,77,74,76,32,51,4,2,2,4,1,1,0,50,0,0,3,7,355,442,87,1,Rajesh Patil,Rahul Devi,25-09-2025,15-09-2026
UP-LKO-2026-10093,P002,Highway,Uttar Pradesh,Kanpur,Bithoor,118/3,3,Pooja Sharma,4.69 acres,Multi-crop,Disputed,18979.77,URBAN,26.8653,81.0392,53921526.57,1.39,0,74950921.93,149901843.9,8,9,7,30,37,37,34,109,42,29,136,4,0,1,3,0,1,0,25,0,50,0,9,352,363,11,1,Sanjay Sharma,Pooja Sharma,10-05-2025,27-04-2026
UP-LKO-2026-10094,P002,Highway,Tamil Nadu,Coonor,Hubbathala,15/B,B,Anjali Kumar,2.35 acres,Agricultural,Pending Review,9510.12,RURAL,26.8655,81.0402,19362604.32,3.86,0,74739652.68,149479305.4,1,5,13,15,18,29,32,85,56,44,116,2,2,1,0,0,0,0,0,0,0,2,3,283,279,0,0,Priya Reddy,Anjali Kumar,25-12-2025,04-10-2026
UP-LKO-2026-10095,P005,Railway,Maharashtra,Nagpur,Butibori,155/A,A,Priya Verma,0.69 acres,Agricultural,Verified,2792.33,URBAN,26.8657,81.0412,5721484.17,1.14,0,6522491.954,13044983.91,4,4,8,29,48,18,48,51,28,44,97,1,1,2,0,2,0,0,25,0,50,1,5,320,326,6,1,Arvind Patil,Priya Verma,26-01-2025,12-12-2025
UP-LKO-2026-10096,P007,Railway,Bihar,Siwan,XYZ Village,96/2A,2A,Sunita Gupta,3.24 acres,Agricultural,Verified,13111.83,RURAL,26.8659,81.0422,41144922.54,3.02,50000,124307666.1,248615332.1,2,4,19,30,23,39,38,31,92,53,58,0,2,0,2,3,0,0,75,100,50,2,10,201,396,195,1,Arvind Yadav,Sunita Gupta,01-10-2025,20-04-2026
UP-LKO-2026-10097,P001,Highway,Tamil Nadu,Karaikudi,Kanadukathan,164/B,B,Anjali Sharma,2.31 acres,Multi-crop,Active,9348.25,RURAL,26.8661,81.0432,12040546,2.82,200000,34154339.72,68308679.44,8,11,10,15,58,15,75,80,97,21,136,3,0,2,0,3,1,0,75,100,0,2,8,225,496,271,1,Ramesh Joshi,Anjali Sharma,06-01-2025,19-08-2025
UP-LKO-2026-10098,P003,Transmission,Tamil Nadu,Chennai,Kolathur,185/B,B,Amit Devi,4.33 acres,Agricultural,Pending Review,17522.9,RURAL,26.8663,81.0442,18381522.1,3.87,0,71136490.53,142272981.1,9,9,0,30,49,39,90,85,66,25,0,2,2,1,1,0,1,0,25,0,100,2,7,337,429,92,1,Priya Reddy,Amit Devi,21-02-2025,24-01-2026
UP-LKO-2026-10099,P004,Transmission,Maharashtra,Nashik,Ozar,139/1,1,Sunita Sharma,3.97 acres,Multi-crop,Disputed,16066.03,RURAL,26.8665,81.0452,17013925.77,2.06,0,35048687.09,70097374.17,1,2,0,15,36,31,80,60,38,52,0,2,0,2,2,0,2,0,75,0,100,1,2,332,402,70,1,Anil Yadav,Sunita Sharma,11-11-2025,09-10-2026
UP-LKO-2026-10100,P008,Railway,Uttar Pradesh,Varanasi,Sarnath,157/B,B,Rahul Gupta,2.5 acres,Agricultural,Disputed,10117.15,RURAL,26.8667,81.0462,30533558.7,3.47,200000,106151448.7,212302897.4,2,5,2,11,56,27,42,102,60,43,90,1,3,2,1,3,2,0,25,0,0,3,1,332,521,189,1,Deepa Deshmukh,Rahul Gupta,13-01-2025,11-12-2025
UP-LKO-2026-10101,P002,Transmission,Tamil Nadu,Coonor,Hubbathala,189/2A,2A,Manoj Singh,4.4 acres,Residential,Pending Review,17806.18,RURAL,26.8669,81.0472,26299727.86,3.39,200000,89356077.45,178712154.9,6,7,9,30,37,16,59,61,52,57,22,0,0,1,2,2,0,0,75,50,50,0,9,374,372,0,0,Suresh Iyer,Manoj Singh,13-01-2025,22-01-2026
UP-LKO-2026-10102,P004,Highway,Bihar,Siwan,XYZ Village,126/1,1,Pooja Singh,3.49 acres,Commercial,Verified,14123.54,RURAL,26.8671,81.0482,43514626.74,3.02,200000,131614172.8,263228345.5,4,9,6,11,34,37,82,70,54,47,29,0,0,1,2,1,2,0,75,100,50,0,9,262,455,193,1,Deepa Reddy,Pooja Singh,25-02-2025,14-11-2025
UP-LKO-2026-10103,P004,Transmission,Tamil Nadu,Karaikudi,Kanadukathan,82/1,1,Neha Kumar,3.45 acres,Multi-crop,Pending Review,13961.67,RURAL,26.8673,81.0492,47944374.78,2.12,50000,101692074.5,203384149.1,8,8,7,12,47,35,68,90,26,55,65,1,0,0,4,2,2,0,0,0,50,2,6,385,483,98,1,Ramesh Deshmukh,Neha Kumar,12-01-2025,01-02-2026
UP-LKO-2026-10104,P008,Highway,Maharashtra,Pune,Hinjewadi,32/A,A,Priya Gupta,2.06 acres,Commercial,Active,8336.53,URBAN,26.8675,81.0502,16939828.96,1.52,0,25748540.02,51497080.04,10,13,18,10,50,41,50,73,89,48,129,0,1,2,0,3,0,2,75,100,0,0,9,323,691,368,1,Sanjay Joshi,Priya Gupta,18-07-2025,06-06-2026
UP-LKO-2026-10105,P004,Transmission,Bihar,Siwan,XYZ Village,20/2A,2A,Priya Verma,2.68 acres,Residential,Pending Review,10845.58,RURAL,26.8677,81.0512,42612283.82,3.61,200000,154030344.6,308060689.2,6,11,14,18,42,38,31,30,69,42,21,4,3,0,2,2,2,0,50,0,100,1,3,256,420,164,1,Rajesh Yadav,Priya Verma,22-03-2025,03-12-2025
UP-LKO-2026-10106,P003,Railway,Uttar Pradesh,Varanasi,Sarnath,136/B,B,Vikram Kumar,1.15 acres,Multi-crop,Disputed,4653.89,RURAL,26.8679,81.0522,18052439.31,3.27,0,59031476.54,118062953.1,6,9,7,20,38,45,58,67,81,28,96,4,1,2,1,3,1,1,75,100,100,3,9,254,592,338,1,Sanjay Deshmukh,Vikram Kumar,07-06-2025,16-02-2026
UP-LKO-2026-10107,P002,Highway,Maharashtra,Nagpur,Butibori,182/B,B,Rahul Sharma,1.82 acres,Residential,Verified,7365.29,URBAN,26.8681,81.0532,22545152.69,1.66,200000,37624953.47,75249906.93,5,6,1,10,45,34,68,64,24,32,92,0,2,2,0,2,1,0,25,0,100,2,2,301,382,81,1,Sanjay Patil,Rahul Sharma,17-10-2025,14-08-2026
UP-LKO-2026-10108,P002,Highway,Maharashtra,Nashik,Ozar,10/2A,2A,Rahul Mishra,1.34 acres,Commercial,Active,5422.79,RURAL,26.8683,81.0542,7320766.5,3.3,200000,24358529.45,48717058.9,5,10,3,30,37,25,59,46,24,13,123,3,1,1,0,0,1,0,25,0,100,3,0,338,279,0,0,Rajesh Das,Rahul Mishra,20-12-2025,23-11-2026
UP-LKO-2026-10109,P004,Highway,Tamil Nadu,Karaikudi,Kanadukathan,204/1,1,Anjali Mishra,4.36 acres,Agricultural,Disputed,17644.31,RURAL,26.8685,81.0552,57061698.54,3.39,200000,193639158.1,387278316.1,7,8,11,17,37,41,59,34,67,54,106,0,2,1,1,3,1,0,100,0,100,1,4,242,444,202,1,Kavita Yadav,Anjali Mishra,11-05-2025,08-01-2026
UP-LKO-2026-10110,P002,Transmission,Maharashtra,Pune,Hinjewadi,19-Mar,3,Neha Sharma,1.71 acres,Agricultural,Pending Review,6920.13,URBAN,26.8687,81.0562,10663920.33,1.16,0,12370147.58,24740295.17,8,10,20,26,18,43,58,83,46,39,68,3,2,2,2,1,1,0,50,0,0,3,3,365,388,23,1,Arvind Sharma,Neha Sharma,12-10-2025,12-10-2026
UP-LKO-2026-10111,P002,Railway,Bihar,Siwan,XYZ Village,190/1,1,Anjali Devi,1.46 acres,Residential,Pending Review,5908.42,RURAL,26.8689,81.0572,20159529.04,2.91,200000,58864229.51,117728459,9,11,13,18,38,18,34,92,24,40,106,1,1,2,0,1,1,0,100,100,0,3,8,266,339,73,1,Arvind Iyer,Anjali Devi,23-03-2025,14-12-2025
UP-LKO-2026-10112,P001,Highway,Uttar Pradesh,Kanpur,Bithoor,169/2A,2A,Vikram Verma,0.53 acres,Residential,Disputed,2144.84,URBAN,26.8691,81.0582,3770628.72,1.83,200000,7100250.558,14200501.12,7,10,11,18,33,23,50,120,100,52,145,5,0,0,1,0,1,1,50,0,0,0,6,371,561,190,1,Sanjay Verma,Vikram Verma,27-01-2025,02-02-2026
UP-LKO-2026-10113,P009,Transmission,Tamil Nadu,Coonor,Hubbathala,172/2A,2A,Rahul Kumar,1.53 acres,Agricultural,Disputed,6191.7,RURAL,26.8693,81.0592,18271706.7,3.91,0,71442373.2,142884746.4,1,6,11,17,40,41,64,64,99,21,93,4,1,1,3,0,1,0,25,0,50,1,4,287,391,104,1,Rajesh Deshmukh,Rahul Kumar,09-01-2025,23-10-2025
UP-LKO-2026-10114,P005,Highway,Tamil Nadu,Coonor,Hubbathala,135/A,A,Sunita Gupta,2.11 acres,Commercial,Pending Review,8538.87,RURAL,26.8695,81.0602,20578676.7,3.2,50000,65901765.44,131803530.9,8,8,16,22,58,39,60,117,24,13,149,4,1,1,1,1,2,1,100,50,50,3,0,264,573,309,1,Rajesh Joshi,Sunita Gupta,15-10-2025,06-07-2026
UP-LKO-2026-10115,P006,Highway,Uttar Pradesh,Lucknow,Malhaur,168/B,B,Rahul Devi,1.16 acres,Agricultural,Disputed,4694.36,URBAN,26.8697,81.0612,13435258.32,1.37,50000,18456303.9,36912607.8,8,9,11,17,53,28,63,49,15,60,71,2,1,2,2,3,1,2,25,0,50,3,0,373,660,287,1,Rajesh Deshmukh,Rahul Devi,21-09-2025,29-09-2026
UP-LKO-2026-10116,P008,Highway,Bihar,Muzaffarpur,PQR Village,48/1,1,Anjali Singh,4.71 acres,Commercial,Verified,19060.71,RURAL,26.8699,81.0622,54284902.08,3.6,50000,195475647.5,390951295,10,15,4,30,52,22,54,77,61,34,20,1,1,1,1,3,1,0,50,0,50,2,1,301,465,164,1,Suresh Verma,Anjali Singh,14-04-2025,09-02-2026
UP-LKO-2026-10117,P001,Transmission,Tamil Nadu,Chennai,Kolathur,145/B,B,Priya Devi,1.8 acres,Agricultural,Disputed,7284.35,RURAL,26.8701,81.0632,10518601.4,3.47,0,36499546.86,72999093.72,6,9,16,14,37,28,47,86,99,13,94,1,2,0,0,2,0,1,50,0,0,1,7,294,504,210,1,Priya Verma,Priya Devi,24-12-2025,14-10-2026
UP-LKO-2026-10118,P009,Railway,Bihar,Siwan,XYZ Village,191/A,A,Rahul Kumar,4.78 acres,Multi-crop,Disputed,19343.99,RURAL,26.8703,81.0642,27623217.72,3.87,0,106901852.6,213803705.2,8,10,8,19,41,20,83,88,74,27,30,5,1,2,1,2,0,0,25,0,0,0,5,260,412,152,1,Kavita Singh,Rahul Kumar,08-01-2025,25-09-2025
UP-LKO-2026-10119,P004,Transmission,Bihar,Muzaffarpur,PQR Village,100/A,A,Sunita Singh,2.29 acres,Agricultural,Pending Review,9267.31,RURAL,26.8705,81.0652,26365496.95,2.43,0,64068157.59,128136315.2,4,5,6,25,17,23,39,85,71,57,21,3,2,0,0,0,0,0,100,100,100,0,2,384,317,0,0,Deepa Patil,Sunita Singh,09-05-2025,28-05-2026
UP-LKO-2026-10120,P003,Transmission,Maharashtra,Nagpur,Butibori,48/2A,2A,Anjali Mishra,1.11 acres,Multi-crop,Pending Review,4492.01,URBAN,26.8707,81.0662,9918358.08,1.76,50000,17506310.22,35012620.44,4,7,9,20,40,21,40,51,91,14,91,2,3,2,0,0,1,0,100,0,0,1,3,366,322,0,0,Meena Singh,Anjali Mishra,02-12-2025,03-12-2026
UP-LKO-2026-10121,P009,Highway,Tamil Nadu,Coonor,Hubbathala,74/A,A,Rahul Verma,3.47 acres,Agricultural,Active,14042.6,RURAL,26.8709,81.0672,20474110.8,2.75,200000,56503804.7,113007609.4,7,9,10,30,30,45,90,59,31,29,25,0,1,1,2,2,1,0,0,0,0,2,1,334,419,85,1,Deepa Singh,Rahul Verma,16-07-2025,15-06-2026
UP-LKO-2026-10122,P004,Highway,Bihar,Muzaffarpur,PQR Village,211/3,3,Vikram Singh,2.09 acres,Agricultural,Verified,8457.94,RURAL,26.8711,81.0682,24680268.92,3.45,0,85146927.77,170293855.5,5,7,8,21,48,39,86,74,40,60,88,0,2,1,2,1,2,0,25,0,50,1,6,211,488,277,1,Sanjay Yadav,Vikram Singh,01-06-2025,29-12-2025
UP-LKO-2026-10123,P007,Railway,Maharashtra,Pune,Hinjewadi,159/2A,2A,Neha Devi,1.48 acres,Commercial,Verified,5989.35,URBAN,26.8713,81.0692,23160816.45,1.91,50000,44287159.42,88574318.84,8,9,1,18,17,21,73,40,63,54,85,3,3,2,1,0,2,0,100,100,50,3,1,233,376,143,1,Arvind Deshmukh,Neha Devi,30-04-2025,19-12-2025
UP-LKO-2026-10124,P007,Railway,Tamil Nadu,Karaikudi,Kanadukathan,235/3,3,Vikram Gupta,0.89 acres,Commercial,Active,3601.71,RURAL,26.8715,81.0702,5625871.02,2.01,0,11308000.75,22616001.5,8,11,12,11,49,28,55,89,43,19,43,5,1,1,3,2,1,1,75,100,0,3,9,323,519,196,1,Anil Das,Vikram Gupta,27-01-2025,16-12-2025
UP-LKO-2026-10125,P007,Transmission,Maharashtra,Nagpur,Butibori,225/3,3,Amit Kumar,2.07 acres,Agricultural,Verified,8377,URBAN,26.8717,81.0712,33097527,1.28,200000,42564834.56,85129669.12,7,11,19,28,33,32,71,92,48,45,116,4,0,1,2,3,1,1,75,50,100,0,9,392,604,212,1,Deepa Singh,Amit Kumar,30-11-2025,27-12-2026
UP-LKO-2026-10126,P003,Highway,Maharashtra,Nashik,Ozar,68/1,1,Vikram Kumar,3.77 acres,Agricultural,Active,15256.66,RURAL,26.8719,81.0722,45754723.34,3.32,200000,152105681.5,304211363,5,8,10,18,46,11,84,39,22,21,39,0,1,2,4,2,1,0,75,50,0,2,0,387,346,0,0,Sanjay Yadav,Vikram Kumar,26-12-2025,17-01-2027
UP-LKO-2026-10127,P009,Highway,Uttar Pradesh,Lucknow,Malhaur,108/3,3,Ramesh Sharma,3.96 acres,Residential,Disputed,16025.57,URBAN,26.8721,81.0732,39326748.78,1.99,50000,78310230.07,156620460.1,4,5,8,20,34,21,38,34,21,36,149,3,3,2,1,1,2,2,0,0,0,0,0,368,564,196,1,Sanjay Sharma,Ramesh Sharma,04-08-2025,07-08-2026
UP-LKO-2026-10128,P007,Railway,Uttar Pradesh,Kanpur,Bithoor,98/2A,2A,Ramesh Yadav,0.98 acres,Agricultural,Disputed,3965.92,URBAN,26.8723,81.0742,14876165.92,1.27,200000,19092730.72,38185461.44,6,11,0,13,27,41,65,75,33,57,0,4,3,1,1,3,2,0,75,100,100,1,1,228,491,263,1,Suresh Iyer,Ramesh Yadav,09-10-2025,25-05-2026
UP-LKO-2026-10129,P004,Railway,Maharashtra,Pune,Hinjewadi,200/A,A,Rahul Mishra,0.84 acres,Agricultural,Pending Review,3399.36,URBAN,26.8725,81.0752,12298884.48,1.3,200000,16188549.82,32377099.65,9,12,15,22,22,22,69,90,35,10,46,5,1,2,3,2,0,1,25,0,0,2,6,216,450,234,1,Suresh Das,Rahul Mishra,21-12-2025,25-07-2026
UP-LKO-2026-10130,P003,Highway,Bihar,Patna,ABC Village,224/B,B,Vikram Yadav,2.29 acres,Multi-crop,Active,9267.31,RURAL,26.8727,81.0762,18340006.49,3.74,0,68591624.27,137183248.5,9,12,1,15,36,28,90,118,87,54,118,2,0,0,4,0,1,0,0,0,0,3,7,357,473,116,1,Arvind Sharma,Vikram Yadav,19-04-2025,11-04-2026
UP-LKO-2026-10131,P001,Highway,Tamil Nadu,Coonor,Hubbathala,205/3,3,Vikram Singh,1.89 acres,Agricultural,Verified,7648.57,RURAL,26.8729,81.0772,9224175.42,3.69,50000,34087207.3,68174414.6,2,5,7,16,55,37,73,39,66,25,40,2,3,0,1,1,1,0,25,0,100,1,1,311,386,75,1,Anil Singh,Vikram Singh,24-05-2025,31-03-2026
UP-LKO-2026-10132,P006,Highway,Tamil Nadu,Chennai,Kolathur,55/A,A,Vikram Mishra,3.22 acres,Multi-crop,Pending Review,13030.89,RURAL,26.8731,81.0782,49947401.37,3.35,50000,167373794.6,334747589.2,3,3,17,25,24,43,33,59,27,17,51,5,0,2,4,1,2,0,75,50,50,2,5,371,348,0,0,Sanjay Joshi,Vikram Mishra,12-08-2025,18-08-2026
